"photo-13279251_326200869";"http://cs540103.vk.me/c540101/v540101826/13de5/OrrYs4KD1sc.jpg";"Nike Air Max 90 Hyperfuse.<br/>Цена: 1080 грн. <br/>Размеры: 40 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20001<br/>Белый+Черый";"Nike Air Max 90 Hyperfuse.";1080;"NK20001";" 40 - 46";"Белый+Черый";"<h1>Nike Air Max 90 Hyperfuse.</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_301229623";"http://cs306603.vk.me/v306603826/9c53/RSNMi2o4eF0.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36 - 40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Белый+Бирюзовый";"Nike Air Max 87";990;"NK20011";" 36 - 40";"Белый+Бирюзовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_301228833";"http://cs306603.vk.me/v306603826/9c43/Uu7VzgOT3T0.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Зеленый";"Nike Air Max 87";990;"NK20011";" 36-45";"Зеленый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073271";"http://cs410226.vk.me/v410226826/f3d2/8nxRJErDQcw.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 40-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Белый+Салатовый";"Nike Air Max 87";990;"NK20011";" 40-45";"Белый+Салатовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073252";"http://cs410226.vk.me/v410226826/f37c/f7an87G3xjA.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 40-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Белый+Салатовый";"Nike Air Max 87";990;"NK20011";" 40-45";"Белый+Салатовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295996665";"http://cs410724.vk.me/v410724826/6a3b/8SYXepRdurg.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36 - 45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Желтый+Черный";"Nike Air Max 87";990;"NK20011";" 36 - 45";"Желтый+Черный";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355678682";"http://cs540103.vk.me/c540101/v540101826/46bc9/euQUDeVjfug.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Бирюзовый";"Nike Air Max 87";990;"NK20011";" 36-40";"Бирюзовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295996662";"http://cs410724.vk.me/v410724826/6a33/8cZDvNuBsWE.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Бирюзовый";"Nike Air Max 87";990;"NK20011";" 36-40";"Бирюзовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_301229626";"http://cs306603.vk.me/v306603826/9c5b/oAVjD1BIBkk.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36 - 40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Оранжевый";"Nike Air Max 87";990;"NK20011";" 36 - 40";"Оранжевый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295996674";"http://cs410724.vk.me/v410724826/6a62/MFliOWkSnAc.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Серый+Фиолетовый";"Nike Air Max 87";990;"NK20011";" 36-40";"Серый+Фиолетовый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_295996675";"http://cs410724.vk.me/v410724826/6a6a/t4LRoHFsG_g.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Бирюзовый+Оранжевый";"Nike Air Max 87";990;"NK20011";" 36-40";"Бирюзовый+Оранжевый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073250";"http://cs410226.vk.me/v410226826/f374/IPQiA3aVIvc.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Бирюзовый+Синий";"Nike Air Max 87";990;"NK20011";" 36-40";"Бирюзовый+Синий";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073248";"http://cs410226.vk.me/v410226826/f364/1kqSfQFQY2o.jpg";"Nike Air Max 87<br/>Цена: 990 грн. <br/>Размеры: 36-40<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Бирюзовый+Синий";"Nike Air Max 87";990;"NK20011";" 36-40";"Бирюзовый+Синий";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355884048";"http://cs540103.vk.me/c540101/v540101826/476b7/4ConwoICD0A.jpg";"Nike Air Max 87<br/>Цена: 990 грн.<br/>Размеры: 36-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Тигровый";"Nike Air Max 87";990;"NK20011";" 36-45";"Тигровый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355884050";"http://cs540103.vk.me/c540101/v540101826/476be/bNhszBY_ZQY.jpg";"Nike Air Max 87<br/>Цена: 990 грн.<br/>Размеры: 36-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Тигровый";"Nike Air Max 87";990;"NK20011";" 36-45";"Тигровый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355884053";"http://cs540103.vk.me/c540101/v540101826/476ce/qx4oLQVFQsM.jpg";"Nike Air Max 87<br/>Цена: 990 грн.<br/>Размеры: 36-45<br/>Материал: холст, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20011<br/>Тигровый";"Nike Air Max 87";990;"NK20011";" 36-45";"Тигровый";"<h1>Nike Air Max 87</h1><br/><b>Материал:</b> холст, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073255";"http://cs410226.vk.me/v410226826/f394/WFg_1wGWBac.jpg";"Nike Air Max 87 кожаные<br/>Цена: 1000 грн. <br/>Размеры: 40-45<br/>Материал: кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20012<br/>Белый";"Nike Air Max 87 кожаные";1000;"NK20012";" 40-45";"Белый";"<h1>Nike Air Max 87 кожаные</h1><br/><b>Материал:</b> кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_304073256";"http://cs410226.vk.me/v410226826/f39b/U0JMCozZQX8.jpg";"Nike Air Max 87 кожаные<br/>Цена: 1000 грн. <br/>Размеры: 36-45<br/>Материал: кожа<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20012<br/>Черный";"Nike Air Max 87 кожаные";1000;"NK20012";" 36-45";"Черный";"<h1>Nike Air Max 87 кожаные</h1><br/><b>Материал:</b> кожа<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317609";"http://cs421426.vk.me/v421426826/7c79/uOywL0K43Uw.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Красный";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Красный";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317015";"http://cs421426.vk.me/v421426826/7c31/_F6lAagb7sM.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Красный";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Красный";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317610";"http://cs421426.vk.me/v421426826/7c81/f9EZIFZuxwA.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Красный";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Красный";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317011";"http://cs421426.vk.me/v421426826/7c29/LcNxWgCejq0.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Белый";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Белый";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317100";"http://cs421426.vk.me/v421426826/7c41/w5gfxYzsz-M.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Белый";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Белый";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317096";"http://cs421426.vk.me/v421426826/7c39/qbdM17obH-o.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Желтый";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Желтый";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317418";"http://cs421426.vk.me/v421426826/7c69/KAQ5F4zhalw.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Розовый";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Розовый";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317129";"http://cs421426.vk.me/v421426826/7c49/7hoxhU3MlBA.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Черный";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Черный";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_310317133";"http://cs421426.vk.me/v421426826/7c51/FGxGqacGQLk.jpg";"NIKE AIR MAX 90 Woman<br/>Цена: 1300 грн. <br/>Размеры: 36-40<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20013<br/>Черный";"NIKE AIR MAX 90 Woman";1300;"NK20013";" 36-40";"Черный";"<h1>NIKE AIR MAX 90 Woman</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
