"photo-13279251_301464311";"http://cs416522.vk.me/v416522826/5949/416yZ_AGYT8.jpg";"Мокасины женские<br/>Цена: 910 грн.<br/>Размеры: 35-39<br/>Материал: натур. замша<br/>Сезон: весна, лето, осень<br/>KR10004<br/>Черный";"Мокасины женские";910;"KR10004";" 35-39";"Черный";"<h1>Мокасины женские</h1><br/><b>Материал:</b> натур. замша<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359934214";"http://cs540103.vk.me/c540101/v540101826/4b9c3/RQFYxSgPTtw.jpg";"Женские крутые туфли на низком ходу<br/>Цена: 945 грн.<br/>Размеры: 35-39<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,5 см.<br/>Сезон: весна, лето, осень<br/>KR10037<br/>Золото";"Женские крутые туфли на низком ходу";945;"KR10037";" 35-39";"Золото";"<h1>Женские крутые туфли на низком ходу</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,5 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935653";"http://cs540103.vk.me/c540101/v540101826/4ba1b/eeStCJsmG10.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935656";"http://cs540103.vk.me/c540101/v540101826/4ba23/dyAmbcTRyBE.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935698";"http://cs540103.vk.me/c540101/v540101826/4ba2b/TVl6iAi2I20.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935701";"http://cs540103.vk.me/c540101/v540101826/4ba33/fdB96UW68k4.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935702";"http://cs540103.vk.me/c540101/v540101826/4ba3b/lv6J3DJXqik.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935703";"http://cs540103.vk.me/c540101/v540101826/4ba43/E0UEApnUty4.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935705";"http://cs540103.vk.me/c540101/v540101826/4ba4b/DNR5EdY1T6w.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935706";"http://cs540103.vk.me/c540101/v540101826/4ba53/7MRXpVoFDDs.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935707";"http://cs540103.vk.me/c540101/v540101826/4ba5b/uNV-_ALDuco.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935708";"http://cs540103.vk.me/c540101/v540101826/4ba63/g46-l4Gaye8.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935709";"http://cs540103.vk.me/c540101/v540101826/4ba6b/blyMDdtp2Ko.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935711";"http://cs540103.vk.me/c540101/v540101826/4ba73/9FUDu1JcZsU.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935712";"http://cs540103.vk.me/c540101/v540101826/4ba7b/u1ZTNEcF2kE.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935713";"http://cs540103.vk.me/c540101/v540101826/4ba83/PJX63UV0nw8.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_359935715";"http://cs540103.vk.me/c540101/v540101826/4ba8b/CM4lsJftPLA.jpg";"Женские мокасины с серебряный носком<br/>Цена: 980 грн.<br/>Размеры: 35-40<br/>Материал: прессованная кожа<br/>Высота подошвы: 4,2 см.<br/>Сезон: весна, лето, осень<br/>KR10038<br/>Темно-асфальтный";"Женские мокасины с серебряный носком";980;"KR10038";" 35-40";"Темно-асфальтный";"<h1>Женские мокасины с серебряный носком</h1><br/><b>Материал:</b> прессованная кожа<br/><b>Высота подошвы:</b> 4,2 см.<br/><b>Сезон:</b> весна, лето, осень<br/>";""
